article,project,views_ceil,rank,country,date,article_clean,query,summary,sentiment
יורו_2020,he.wikipedia,3300,12,il,2021-06-28 18:27:44.725419,yvrv_2020,Yonatan Cohen,Yonatan Cohen (Hebrew: יונתן כהן‎; born 29 June 1996) is an Israeli professional footballer who plays as a forward for Maccabi Tel Aviv.,0.9910407662391663
Aliexpress,en.wikipedia,3200,13,il,2021-06-28 18:27:44.725419,aliexpress,AliExpress,"AliExpress is an online retail service based in China owned by the Alibaba Group. Launched in 2010, it is made up of small businesses in China and other locations, such as Singapore, that offer products to international online buyers. It is the most visited e-commerce website in Russia and was the 10th most popular website in Brazil. It facilitates small businesses to sell to customers all over the world. AliExpress has drawn comparison to eBay, as sellers are independent and use the platform to offer products to buyers.",0.9923467636108398
אילן_פלד,he.wikipedia,3100,14,il,2021-06-28 18:27:44.725419,ayln_pld,,,
כריסטיאנו_רונאלדו,he.wikipedia,3000,15,il,2021-06-28 18:27:44.725419,krystyanv_rvnaldv,,,
אביתר_(יישוב),he.wikipedia,3000,16,il,2021-06-28 18:27:44.725419,abytr_(yyshvb),,,
UEFA_Euro_2020,en.wikipedia,3000,17,il,2021-06-28 18:27:44.725419,uefa_euro_2020,UEFA Euro 2020,"The 2020 UEFA European Football Championship, commonly referred to as UEFA Euro 2020, or simply Euro 2020, is the 16th UEFA European Championship, the quadrennial international men's football championship of Europe organised by the Union of European Football Associations (UEFA).The tournament, being held in 11 cities in 11 UEFA countries, was originally scheduled from 12 June to 12 July 2020, but was postponed due to the COVID-19 pandemic in Europe and rescheduled for 11 June to 11 July 2021. It retains the name UEFA Euro 2020. Portugal were the defending champions, having won the 2016 competition in France, but were eliminated in the round of 16 against Belgium. The video assistant referee (VAR) system makes its debut at the European Championship in this tournament.UEFA President Michel Platini said in 2012 that the tournament was to be hosted in several nations as a ""romantic"" one-off event to celebrate the 60th ""birthday"" of the European Championship competition. Having the largest capacity of any of the stadiums entered for the competition, Wembley Stadium in London is scheduled to host the semi-finals and final for the second time, having done so before at the 1996 tournament in the stadium's former incarnation. The Stadio Olimpico in Rome was chosen to host the opening game, involving Turkey and hosts Italy. Originally to be played at 13 venues, two hosts were later removed: Brussels in December 2017 due to the abandonment of building the Eurostadium, and Dublin in April 2021 as there was no guarantee that spectators could attend. Spain also changed their host city from Bilbao to Seville to allow an audience at matches.",-0.7214534282684326
תורגן_אזאר,he.wikipedia,3000,18,il,2021-06-28 18:27:44.725419,tvrgn_azar,,,
בני_אור,he.wikipedia,2600,19,il,2021-06-28 18:27:44.725419,bny_avr,Orr Barouch,Orr Barouch (Hebrew: אור ברוך‎; born 29 November 1991) is an Israeli footballer who currently plays for Cal FC.,0.9832767248153687
Заглавная_страница,ru.wikipedia,2500,20,il,2021-06-28 18:27:44.725419,zaglavnaia_stranitsa,Sergei Witte,"Sergei Yulyevich Witte (Russian: Серге́й Ю́льевич Ви́тте, tr. Sergéy Yúl'yevich Vítte, IPA: [sʲɪrˈɡʲej ˈjʉlʲjɪvʲɪtɕ ˈvʲitʲːɪ]; 29 June [O.S. 17 June] 1849  – 13 March [O.S. 28 February] 1915), also known as Sergius Witte, was a Russian statesman who served as the first ""Prime Minister"" of the Russian Empire, replacing the Tsar as head of the government. Neither a liberal nor a conservative, he attracted foreign capital to boost Russia's industrialization. Witte's strategy was to avoid danger of wars.Witte served under the last two emperors of Russia, Alexander III (r. 1881–1894) and Nicholas II (r. 1894–1917). During the Russo-Turkish War (1877–78), he had risen to a position in which he controlled all the traffic passing to the front along the lines of the Odessa Railways. As Minister of Finance from 1892 to 1903 Witte presided over extensive industrialization and achieved government monopoly control over an expanded system of railroad lines.
Following months of civil unrest and outbreaks of violence in what became known as the 1905 Russian Revolution, Witte framed on the 17th the October Manifesto and the accompanying government communication to establish constitutional government. However, he was not convinced it would solve Russia's problems with the Tsarist autocracy. On 20 October 1905 Witte was appointed as the first Chairman of the Russian Council of Ministers (effectively Prime Minister). Assisted by his Council, he designed Russia's first constitution. But within a few months Witte fell into disgrace as a reformer because of continuing court opposition to these changes. He resigned  before the First Duma assembled on 10 May [O.S. 27 April] 1906.  Witte was fully confident that he had resolved the main problem: providing political stability to the regime, but according to him, the ""peasant problem"" would further determine the character of the Duma's activity.He is widely considered to have been one of the key figures in Russian politics at the end of 19th and at the beginning of the 20th century. Orlando Figes has described Witte  as the 'great reforming finance minister of the 1890s', 'one of Nicholas's most enlightened ministers', and as the architect of Russia's new parliamentary order in 1905.",
James_Nunnally,en.wikipedia,2400,21,il,2021-06-28 18:27:44.725419,james_nunnally,James Nunnally,"James William Nunnally (born July 14, 1990) is an American professional basketball player for Maccabi Tel Aviv of the Israeli Premier League and the EuroLeague. He played college basketball for the UC Santa Barbara Gauchos.",0.9858860969543457
מרדכי_קרליץ,he.wikipedia,2200,22,il,2021-06-28 18:27:44.725419,mrdky_qrlyts,,,
Pagina_principale,it.wikipedia,217100,1,it,2021-06-28 18:27:44.725419,pagina_principale,Mecha anime and manga,"Mecha anime and manga, known in Japan as robot anime (ロボットアニメ, robotto anime) and robot manga (ロボット漫画, robotto manga), are anime and manga that feature robots (mecha) in battle. The genre is broken down into two subcategories; ""super robot"", featuring super-sized, implausible robots, and ""real robot"", where robots are governed by realistic physics and technological limitations.
Mecha series cover a wide variety of genres, from action to comedy to drama, and the genre has expanded into other media, such as video game adaptations. Mecha has also contributed to the popularity of scale model robots.",0.9725816249847412
Krzysztof_Kieślowski,it.wikipedia,87800,2,it,2021-06-28 18:27:44.725419,krzysztof_kieslowski,Krzysztof Kieślowski,"Krzysztof Kieślowski (Polish: [ˈkʂɨʂtɔf kʲɛɕˈlɔfskʲi] (listen); 27 June 1941 – 13 March 1996) was a Polish film director and screenwriter. He is known internationally for Dekalog (1989), The Double Life of Veronique (1991), and the Three Colours trilogy (1993
–1994). Kieślowski received numerous awards during his career, including the Cannes Film Festival Jury Prize (1988), FIPRESCI Prize (1988, 1991), and Prize of the Ecumenical Jury (1991); the Venice Film Festival FIPRESCI Prize (1989), Golden Lion (1993), and OCIC Award (1993); and the Berlin International Film Festival Silver Bear (1994). In 1995, he received Academy Award nominations for Best Director and Best Writing.In 2002, Kieślowski was listed at number two on the British Film Institute's Sight & Sound list of the top ten film directors of modern times.

",0.998961329460144
Campionato_europeo_di_calcio_2020,it.wikipedia,59000,3,it,2021-06-28 18:27:44.725419,campionato_europeo_di_calcio_2020,Domenico Berardi,"Domenico Berardi (Italian pronunciation: [doˈmeːniko beˈrardi]; born 1 August 1994) is an Italian professional footballer who plays as a winger and forward for Serie A club Sassuolo and the Italy national team. 
He began his club career with Sassuolo in 2012, helping the team win the Serie B title and earn promotion to Serie A in his debut season, later also being named the best player of the competition. His prolific performances in Serie A saw him emerge as one of Italy's most promising young footballers, and earned him the Bravo Award in 2015. He is currently Sassuolo's all-time record goal-scorer with over 100 goals.

",0.9996667504310608
